GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000233867	0	0	0	0	1	0	0	0
ENSG00000233868	13	17	7	10	9	11	7	11
ENSG00000233869	0	0	0	0	0	0	0	0
ENSG00000233870	0	3	0	0	1	0	0	0
ENSG00000233871	12	75	54	27	20	18	12	19
ENSG00000233872	0	0	0	0	0	0	1	0
ENSG00000233873	0	2	1	2	2	2	1	1
ENSG00000233874	0	0	0	0	0	0	0	0
ENSG00000233875	0	0	0	0	0	1	0	0
ENSG00000233876	0	0	1	0	0	1	0	0
ENSG00000233877	2	0	0	0	2	0	1	0
ENSG00000233880	0	0	0	0	0	0	0	0
ENSG00000233882	0	0	0	0	0	0	0	0
ENSG00000233884	52	3	37	6	35	15	10	3
ENSG00000233885	278	292	388	353	665	447	160	587
ENSG00000233887	0	0	0	0	0	0	0	0
ENSG00000233888	0	0	0	0	0	0	0	0
ENSG00000233891	0	0	0	0	0	0	0	0
ENSG00000233892	57	116	130	108	130	89	52	74
ENSG00000233893	3	3	4	2	2	1	1	3
ENSG00000233894	4	3	3	0	1	3	2	2
ENSG00000233896	3	0	5	0	9	2	3	1
ENSG00000233900	0	0	0	0	0	0	0	0
ENSG00000233901	177	386	399	229	287	161	181	441
ENSG00000233902	4	4	11	5	46	9	14	6
ENSG00000233905	0	0	0	0	0	0	0	0
ENSG00000233906	0	0	0	0	0	0	0	0
ENSG00000233907	0	0	0	0	0	0	0	0
ENSG00000233908	0	0	1	0	0	0	0	0
ENSG00000233909	0	0	0	0	0	0	0	0
ENSG00000233910	0	0	0	0	0	0	0	0
ENSG00000233912	12	10	14	9	22	15	5	19
ENSG00000233913	152	262	1458	534	130	92	121	157
ENSG00000233915	1	0	0	0	0	0	1	0
ENSG00000233916	10	4	15	3	31	13	10	6
ENSG00000233917	0	0	0	0	0	0	0	0
ENSG00000233918	0	0	0	0	0	0	0	0
ENSG00000233919	2	0	0	0	1	0	0	1
ENSG00000233920	0	2	0	3	0	0	0	0
ENSG00000233921	1	0	2	0	0	0	0	0
ENSG00000233922	64	243	96	33	132	117	30	9
ENSG00000233924	0	2	0	0	1	0	0	0
ENSG00000233926	10	1	7	9	7	13	13	3
ENSG00000233927	18059	14540	18065	16103	18172	11883	19477	17349
ENSG00000233928	0	0	1	0	12	4	18	1
ENSG00000233929	14	9	5	0	16	8	22	6
ENSG00000233930	309	811	122	236	138	150	77	222
ENSG00000233932	6	13	13	3	27	15	7	3
ENSG00000233933	3	0	0	0	0	2	0	0
ENSG00000233934	0	0	0	0	0	0	0	0
ENSG00000233936	8	3	100	26	11	2	6	0
ENSG00000233937	405	646	607	631	639	413	198	621
ENSG00000233939	0	0	0	0	0	0	0	0
ENSG00000233940	0	0	0	0	0	0	0	0
ENSG00000233941	0	0	0	0	0	0	0	0
ENSG00000233942	9	0	7	3	18	28	5	7
ENSG00000233943	0	0	0	0	0	0	0	0
ENSG00000233944	0	0	0	0	0	0	0	0
ENSG00000233945	0	0	0	0	0	0	0	0
ENSG00000233946	0	0	0	0	0	0	0	0
ENSG00000233947	2	3	0	0	1	0	2	0
ENSG00000233951	0	0	0	0	0	0	0	0
ENSG00000233952	8	8	4	1	5	1	1	0
ENSG00000233953	0	6	3	9	3	3	1	3
ENSG00000233954	260	355	300	252	283	219	148	185
ENSG00000233955	0	0	0	0	0	0	0	0
ENSG00000233956	0	4	2	8	5	9	1	1
ENSG00000233960	0	0	0	0	0	0	0	0
ENSG00000233962	0	0	0	0	0	0	0	0
ENSG00000233963	2	1	2	0	6	3	1	1
ENSG00000233966	4	16	17	30	17	19	13	9
ENSG00000233967	190	342	237	51	240	197	107	286
ENSG00000233968	85	24	389	57	157	93	90	125
ENSG00000233969	0	0	0	0	0	0	0	0
ENSG00000233970	0	0	0	0	0	0	0	0
ENSG00000233971	25	31	17	7	12	12	32	24
ENSG00000233973	0	0	0	0	0	0	0	0
ENSG00000233974	2	2	9	12	9	8	0	5
ENSG00000233975	3074	931	1377	1077	1061	834	1399	697
ENSG00000233977	0	1	1	2	3	2	1	0
ENSG00000233978	0	0	2	2	3	0	0	0
ENSG00000233979	1	0	0	0	0	0	0	0
ENSG00000233980	20	12	15	14	16	9	5	23
ENSG00000233981	0	0	1	0	1	1	0	0
ENSG00000233983	2	0	9	2	0	0	1	0
ENSG00000233984	15	17	18	3	25	20	5	10
ENSG00000233985	0	0	0	0	0	0	0	1
ENSG00000233987	0	0	0	0	0	0	0	1
ENSG00000233990	4	11	2	5	4	4	3	7
ENSG00000233993	0	0	0	0	1	0	0	0
ENSG00000233994	18	18	22	37	18	10	7	9
ENSG00000233995	0	0	0	0	0	0	0	0
ENSG00000233996	2	1	2	4	4	1	9	3
ENSG00000233997	0	0	0	0	0	0	0	0
ENSG00000233998	3	18	5	9	8	12	6	5
ENSG00000233999	0	5	8	8	18	3	19	4
ENSG00000234001	3	0	0	0	0	1	0	1
ENSG00000234003	9	0	15	4	12	12	5	31
ENSG00000234004	53	56	40	91	24	30	48	35
ENSG00000234005	0	1	0	1	9	2	0	2
ENSG00000234006	7	6	5	7	2	4	5	0
ENSG00000234008	0	0	0	0	1	2	0	2
ENSG00000234009	123	153	103	97	56	62	101	70
ENSG00000234015	1	0	1	0	0	0	0	1
ENSG00000234016	0	0	0	0	0	0	0	0
ENSG00000234017	2	5	3	1	2	3	0	2
ENSG00000234019	1	2	0	0	0	0	1	0
ENSG00000234020	1	2	1	0	10	3	10	12
ENSG00000234021	0	0	2	0	0	0	0	0
ENSG00000234022	0	4	28	7	9	2	0	1
ENSG00000234025	0	0	0	0	0	0	0	0
ENSG00000234026	6	4	3	6	2	5	10	2
ENSG00000234028	84	192	254	122	205	108	52	84
ENSG00000234030	2	4	0	0	2	1	7	2
ENSG00000234031	11	20	17	16	12	15	18	20
ENSG00000234033	0	0	0	0	0	0	0	0
ENSG00000234034	0	0	0	0	0	0	0	0
ENSG00000234036	8	28	5	15	12	14	15	8
ENSG00000234039	0	0	0	0	0	0	0	0
ENSG00000234040	2	8	6	7	5	1	3	2
ENSG00000234041	5	0	0	2	1	3	5	0
ENSG00000234042	0	0	0	2	3	3	1	0
ENSG00000234043	40	39	30	4	34	53	25	14
ENSG00000234044	0	0	0	0	0	0	0	0
ENSG00000234048	0	0	0	0	0	0	0	0
ENSG00000234050	9	8	1	10	10	5	3	3
ENSG00000234052	0	0	0	7	0	0	0	0
ENSG00000234055	3	9	3	4	9	4	0	6
ENSG00000234056	0	0	0	0	1	0	0	0
ENSG00000234059	0	0	0	0	5	1	19	0
ENSG00000234060	0	0	0	2	0	0	0	1
ENSG00000234061	2	3	1	2	4	6	2	1
ENSG00000234062	23	52	44	56	51	60	14	62
ENSG00000234064	0	0	0	0	0	0	0	0
ENSG00000234065	8	8	5	3	16	9	1	20
ENSG00000234066	0	0	0	2	0	0	0	0
ENSG00000234067	0	0	0	0	0	0	0	0
ENSG00000234068	0	0	1	0	4	0	2	4
ENSG00000234069	0	0	0	0	0	0	0	0
ENSG00000234070	2	2	5	5	0	1	0	3
ENSG00000234071	1	0	0	0	0	0	0	0
ENSG00000234072	744	2107	1049	1110	1066	1071	432	1236
ENSG00000234073	8	4	0	2	3	5	4	7
ENSG00000234075	0	0	0	2	0	0	0	1
ENSG00000234076	34	108	57	55	164	60	22	49
ENSG00000234080	1	3	4	1	0	0	0	1
ENSG00000234081	0	0	0	0	0	0	0	0
ENSG00000234083	0	0	0	6	0	0	0	0
ENSG00000234084	180	257	136	73	135	121	67	152
ENSG00000234085	0	0	0	0	0	0	0	0
ENSG00000234087	0	0	0	0	0	0	0	0
ENSG00000234088	0	0	0	0	0	0	0	0
ENSG00000234089	0	0	0	0	0	0	0	0
ENSG00000234091	2	3	0	0	6	1	1	1
ENSG00000234093	45	43	20	38	25	23	31	27
ENSG00000234099	0	2	0	0	3	3	0	5
ENSG00000234102	0	0	1	0	0	0	0	0
ENSG00000234104	0	0	0	0	0	0	0	0
ENSG00000234105	0	0	0	0	0	0	0	0
ENSG00000234106	19	26	20	9	15	9	13	7
ENSG00000234107	2	17	4	1	2	3	9	4
ENSG00000234108	1	0	0	0	0	1	0	0
ENSG00000234109	0	0	0	0	0	0	0	0
ENSG00000234110	0	0	0	0	0	0	0	0
ENSG00000234111	1	4	0	3	0	0	0	1
ENSG00000234112	0	5	2	3	3	0	1	0
ENSG00000234115	0	4	3	6	0	1	0	3
ENSG00000234116	0	0	0	0	0	0	0	0
ENSG00000234117	9	0	24	2	15	12	8	4
ENSG00000234118	20	11	2	8	15	10	6	15
ENSG00000234119	0	0	0	0	0	0	2	0
ENSG00000234120	17	2	10	0	3	1	4	0
ENSG00000234121	0	0	0	0	0	0	0	0
ENSG00000234122	0	0	0	0	0	0	0	0
ENSG00000234123	5	2	1	1	0	0	1	1
ENSG00000234124	0	0	0	0	0	0	0	0
ENSG00000234125	0	0	0	1	0	0	0	0
ENSG00000234127	4694	6288	5838	6308	6724	4080	3839	3399
ENSG00000234129	10	25	23	27	11	10	18	12
ENSG00000234130	5	3	12	14	9	5	10	15
ENSG00000234131	0	0	0	0	0	0	0	0
ENSG00000234132	5	0	1	0	2	8	0	3
ENSG00000234134	5	29	6	21	24	7	0	23
ENSG00000234135	3	0	4	5	5	1	0	0
ENSG00000234136	6	2	3	3	0	3	0	1
ENSG00000234139	4	8	14	16	5	10	3	9
ENSG00000234141	21	5	33	31	21	17	40	13
ENSG00000234142	1	0	6	3	15	2	2	4
ENSG00000234143	0	0	0	0	0	1	0	0
ENSG00000234144	0	0	2	0	0	0	2	0
ENSG00000234145	6	6	5	18	11	2	7	7
ENSG00000234146	0	0	0	0	0	0	0	5
ENSG00000234147	188	47	95	53	203	113	71	75
ENSG00000234148	1	6	0	0	1	0	2	0
ENSG00000234149	0	0	0	0	0	0	0	1
ENSG00000234152	1	3	0	0	0	0	1	2
ENSG00000234155	0	42	6	88	1	0	0	17
ENSG00000234156	30	115	22	1	46	27	4	0
ENSG00000234158	0	0	0	0	0	0	0	0
ENSG00000234159	1	0	0	8	1	0	0	2
ENSG00000234160	85	72	86	43	154	125	100	54
ENSG00000234161	0	1	3	0	0	0	1	0
ENSG00000234162	3	0	0	0	5	0	0	1
ENSG00000234163	0	0	0	0	0	0	0	0
ENSG00000234166	12	161	28	20	26	17	20	60
ENSG00000234167	0	0	0	0	0	0	0	0
ENSG00000234168	0	0	0	0	0	0	0	0
ENSG00000234169	0	1	0	0	0	0	0	0
ENSG00000234170	3	0	0	1	0	0	0	0
ENSG00000234171	249	496	448	263	410	197	265	266
ENSG00000234172	0	0	0	0	0	0	0	0
ENSG00000234173	0	0	0	0	0	0	0	0
ENSG00000234174	2	6	3	9	9	3	3	2
ENSG00000234175	61	20	62	66	96	48	64	5
ENSG00000234176	14	20	13	24	11	11	9	15
ENSG00000234177	11	2	6	0	28	31	1	0
ENSG00000234178	0	0	0	0	0	0	0	0
ENSG00000234179	0	0	0	0	0	0	0	0
ENSG00000234181	1	15	5	8	0	2	2	2
ENSG00000234182	0	0	0	0	0	0	0	0
ENSG00000234183	4	3	6	2	4	0	0	0
ENSG00000234184	0	6	8	10	22	4	7	8
ENSG00000234185	10	23	20	8	18	15	8	12
ENSG00000234186	0	0	0	0	0	0	0	0
ENSG00000234187	2	0	0	0	0	1	0	0
ENSG00000234189	0	0	0	0	0	0	0	0
ENSG00000234190	7	0	0	0	0	1	2	0
ENSG00000234191	1	0	2	1	2	1	1	5
ENSG00000234192	1	0	0	1	0	0	0	0
ENSG00000234193	7	3	1	1	5	13	12	9
ENSG00000234197	15	48	65	21	38	44	23	15
ENSG00000234199	43	11	25	14	20	13	24	9
ENSG00000234200	0	0	0	0	0	0	0	0
ENSG00000234201	0	0	0	0	0	0	0	0
ENSG00000234202	0	0	0	3	0	0	0	0
ENSG00000234203	30	40	24	53	58	40	15	37
ENSG00000234204	0	0	0	0	0	0	0	0
ENSG00000234206	11	1	7	4	17	9	10	5
ENSG00000234207	0	0	0	0	0	0	0	0
ENSG00000234208	0	4	1	8	3	1	1	8
ENSG00000234210	2	1	0	0	3	1	2	20
ENSG00000234211	2	7	43	32	107	21	4	49
ENSG00000234213	9	41	14	10	5	10	18	5
ENSG00000234215	6	39	33	5	17	8	3	20
ENSG00000234217	0	0	1	3	4	0	0	0
ENSG00000234219	10	15	19	2	25	20	9	7
ENSG00000234222	95	159	135	97	195	175	154	176
ENSG00000234223	0	0	0	0	0	0	0	0
ENSG00000234224	1	3	7	4	9	0	0	130
ENSG00000234225	0	0	0	0	3	0	0	0
ENSG00000234226	0	1	1	0	2	0	0	0
ENSG00000234227	0	0	0	0	0	0	0	0
ENSG00000234228	0	0	0	0	0	0	0	3
ENSG00000234230	7	14	6	7	5	7	2	2
ENSG00000234231	36	64	47	35	80	41	39	77
ENSG00000234232	28	1	24	7	6	2	19	13
ENSG00000234233	0	2	1	0	0	0	0	0
ENSG00000234234	0	0	0	0	0	0	0	0
ENSG00000234235	56	104	35	24	26	15	22	25
ENSG00000234238	0	2	0	0	0	0	0	0
ENSG00000234239	0	0	0	0	2	0	0	1
ENSG00000234241	25	41	23	23	12	35	20	22
ENSG00000234244	0	0	0	0	0	0	0	0
ENSG00000234247	0	0	0	0	2	0	0	0
ENSG00000234253	4	7	0	3	0	5	1	2
ENSG00000234255	0	9	5	2	5	5	1	0
ENSG00000234256	0	0	0	0	0	0	0	0
ENSG00000234257	0	0	0	0	0	0	0	0
ENSG00000234259	1	0	0	3	3	0	0	0
ENSG00000234261	1	97	4	0	8	21	0	2
ENSG00000234262	0	0	0	0	0	0	0	0
ENSG00000234263	7	33	8	16	17	20	8	4
ENSG00000234264	0	0	1	2	0	0	0	1
ENSG00000234265	0	0	0	0	0	0	0	0
ENSG00000234267	14	2	7	4	6	21	3	2
ENSG00000234268	77	94	36	57	33	43	48	37
ENSG00000234269	0	0	0	0	0	0	0	0
ENSG00000234270	0	0	0	1	0	0	0	0
ENSG00000234271	0	7	1	7	4	7	0	7
ENSG00000234272	0	0	1	2	3	1	0	0
ENSG00000234273	1	0	0	0	0	0	0	0
ENSG00000234274	0	1	0	1	0	1	0	0
ENSG00000234275	0	0	0	0	0	0	0	0
ENSG00000234276	0	0	0	0	0	0	0	0
ENSG00000234277	2	0	0	12	0	0	0	0
ENSG00000234278	0	0	0	0	0	0	0	0
ENSG00000234279	38	77	8	0	16	34	29	18
ENSG00000234281	413	37	266	17	303	250	468	11
ENSG00000234282	0	0	0	1	0	0	2	0
ENSG00000234283	0	2	2	0	0	1	0	0
ENSG00000234284	261	215	320	57	355	271	144	166
ENSG00000234285	4	2	0	4	1	11	3	3
ENSG00000234286	20	46	122	45	170	107	54	120
ENSG00000234287	97	101	91	115	87	72	86	79
ENSG00000234288	0	0	0	0	0	0	0	0
ENSG00000234289	3	7	3	3	3	1	6	0
ENSG00000234292	145	304	10	1	19	68	123	26
ENSG00000234293	0	0	1	0	1	2	1	0
ENSG00000234296	0	0	0	0	0	0	0	0
ENSG00000234297	8	3	4	9	3	9	6	0
ENSG00000234300	0	0	0	0	1	0	0	0
ENSG00000234303	3	0	0	1	2	2	3	0
ENSG00000234304	0	0	0	0	0	0	0	0
ENSG00000234306	0	2	1	0	0	0	0	0
ENSG00000234308	0	0	1	4	1	0	0	2
ENSG00000234309	0	0	0	0	0	0	0	0
ENSG00000234311	12	16	24	10	12	4	28	3
ENSG00000234312	0	0	0	0	0	0	0	0
ENSG00000234315	2	0	1	3	1	0	0	2
ENSG00000234318	1	0	0	0	0	2	0	2
ENSG00000234319	0	2	0	8	0	0	0	1
ENSG00000234322	3	15	10	10	7	4	4	3
ENSG00000234323	2	2	11	2	13	21	4	4
ENSG00000234324	35	56	8	12	15	14	9	42
ENSG00000234325	0	0	0	0	4	0	0	4
ENSG00000234327	119	150	134	111	122	75	92	84
ENSG00000234329	16	10	18	29	24	52	6	51
ENSG00000234332	4	3	17	7	15	3	9	16
ENSG00000234333	0	0	0	0	0	0	0	0
ENSG00000234335	25	74	29	45	10	14	14	29
ENSG00000234336	15	13	25	5	41	13	8	10
ENSG00000234337	23	20	20	32	20	14	12	15
ENSG00000234338	39	86	25	62	77	52	8	55
ENSG00000234340	0	0	0	0	0	0	0	0
ENSG00000234345	8	2	14	2	17	11	3	0
ENSG00000234349	0	0	0	0	0	0	0	0
ENSG00000234350	266	222	1065	312	397	217	128	280
ENSG00000234352	0	38	1	0	0	3	0	37
ENSG00000234353	366	622	385	352	334	320	258	692
ENSG00000234354	5	14	3	5	1	2	2	13
ENSG00000234355	0	0	1	0	0	0	0	4
ENSG00000234356	0	16	1	2	0	2	1	1
ENSG00000234358	0	0	0	1	0	2	0	3
ENSG00000234359	0	0	0	0	0	0	0	0
ENSG00000234360	0	0	0	0	0	0	0	0
ENSG00000234361	0	0	0	0	2	1	0	2
ENSG00000234362	353	14	151	25	62	123	316	18
ENSG00000234363	0	0	0	0	0	0	0	0
ENSG00000234367	0	5	2	3	3	2	0	0
ENSG00000234369	6	14	5	7	7	7	16	14
ENSG00000234371	5	3	9	1	3	4	4	0
ENSG00000234373	0	0	15	28	5	4	0	0
ENSG00000234376	0	0	0	0	0	1	0	1
ENSG00000234377	256	393	425	319	573	369	143	252
ENSG00000234378	0	0	0	0	0	8	2	23
ENSG00000234379	1	0	0	2	0	0	0	0
ENSG00000234380	44	1007	91	258	90	398	41	363
ENSG00000234381	0	0	0	0	0	0	0	0
ENSG00000234382	2	35	6	2	4	5	0	1
ENSG00000234383	26	22	22	20	26	34	17	47
ENSG00000234384	0	0	0	0	0	2	0	0
ENSG00000234385	0	0	0	0	0	0	0	0
ENSG00000234386	0	0	0	0	0	0	0	0
ENSG00000234387	0	0	0	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0	0	0
ENSG00000234389	26	1	44	19	40	60	44	17
ENSG00000234390	127	180	220	126	161	96	140	94
ENSG00000234391	0	0	0	0	0	0	0	0
ENSG00000234393	7	8	24	18	13	12	2	8
ENSG00000234394	2	3	4	1	5	1	4	2
ENSG00000234396	31	81	94	17	39	39	37	18
ENSG00000234397	1	3	4	3	1	0	1	0
ENSG00000234398	0	0	0	0	0	0	0	0
ENSG00000234399	0	0	0	0	0	0	0	0
ENSG00000234402	0	0	0	2	1	1	0	0
ENSG00000234404	0	0	0	0	0	0	0	0
ENSG00000234405	397	208	286	72	328	274	215	146
ENSG00000234406	0	0	0	0	0	0	0	0
ENSG00000234409	231	118	585	67	339	194	125	73
ENSG00000234413	0	0	0	0	0	0	0	0
ENSG00000234414	0	0	0	0	0	0	0	0
ENSG00000234415	1	0	0	0	0	0	1	0
ENSG00000234418	40	42	45	31	39	22	6	46
ENSG00000234419	4	10	0	2	3	2	0	1
ENSG00000234420	2732	2289	3181	1967	4154	2654	1633	2415
ENSG00000234421	0	0	0	0	0	0	0	0
ENSG00000234422	1	0	0	0	0	1	0	0
ENSG00000234423	2	4	2	0	2	3	0	1
ENSG00000234424	7	10	22	6	12	7	1	6
ENSG00000234425	8	0	3	0	10	2	0	5
ENSG00000234426	0	1	1	3	3	12	5	1
ENSG00000234427	2	17	5	3	4	5	1	13
ENSG00000234428	3	9	7	13	16	9	3	4
ENSG00000234429	4	0	2	1	1	1	0	0
ENSG00000234431	1015	396	648	268	1004	969	582	308
ENSG00000234432	64	199	145	91	122	81	44	109
ENSG00000234435	0	0	0	0	0	0	0	0
ENSG00000234436	5	1	5	0	9	2	30	0
ENSG00000234438	5	2	25	0	27	11	6	10
ENSG00000234439	1	0	0	1	0	0	0	0
ENSG00000234441	0	0	0	0	0	0	0	0
ENSG00000234442	0	0	0	0	0	0	0	0
ENSG00000234444	1379	1545	1613	1996	1826	1011	718	1696
ENSG00000234445	1	1	0	0	0	1	0	0
ENSG00000234446	0	8	4	19	1	0	0	0
ENSG00000234448	0	0	0	0	0	0	0	0
ENSG00000234450	3	11	28	7	17	9	4	36
ENSG00000234451	0	0	0	0	0	0	0	0
ENSG00000234452	7	22	2	5	7	8	5	0
ENSG00000234455	0	0	0	0	0	0	0	0
ENSG00000234456	3627	578	4427	763	4615	3464	3299	1724
ENSG00000234457	7	1	0	1	0	2	0	0
ENSG00000234458	0	0	0	1	1	0	0	0
ENSG00000234459	5	5	12	8	16	13	6	9
ENSG00000234460	18	3	0	1	0	0	0	0
ENSG00000234463	0	0	0	0	0	0	0	0
ENSG00000234464	0	0	0	0	0	0	0	4
ENSG00000234465	620	93	412	74	280	139	195	131
ENSG00000234466	0	0	0	0	2	0	0	0
ENSG00000234467	0	0	0	0	0	0	0	0
ENSG00000234469	4	11	13	5	10	3	19	5
ENSG00000234471	6	0	2	1	7	1	4	1
ENSG00000234473	5	14	7	12	11	5	6	4
ENSG00000234474	0	0	0	0	0	0	0	0
ENSG00000234476	0	0	2	6	6	7	2	1
ENSG00000234477	7	2	47	15	8	3	1	8
ENSG00000234478	140	163	562	403	133	154	83	129
ENSG00000234479	0	0	0	0	0	0	0	0
ENSG00000234480	0	0	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0	0	0
ENSG00000234484	7	0	17	4	12	3	3	3
ENSG00000234485	0	0	1	0	0	1	0	0
ENSG00000234488	2	0	0	1	1	5	0	1
ENSG00000234489	0	0	0	0	0	0	0	0
ENSG00000234491	2	1	2	1	1	1	0	0
ENSG00000234492	10	5	27	22	29	32	4	22
ENSG00000234493	2	0	0	0	0	0	8	2
ENSG00000234494	75	88	97	101	122	92	65	73
ENSG00000234496	0	2	3	0	0	2	1	0
ENSG00000234497	2	0	3	6	0	2	0	0
ENSG00000234498	188	90	32	159	32	58	83	59
ENSG00000234500	195	102	267	55	267	179	99	253
ENSG00000234502	0	0	0	0	0	0	0	2
ENSG00000234503	0	0	0	0	0	0	0	0
ENSG00000234504	4	1	7	2	0	4	1	0
ENSG00000234506	41	4	27	5	17	17	31	7
ENSG00000234509	8	12	14	38	15	6	2	10
ENSG00000234511	69	8	130	143	300	288	54	94
ENSG00000234512	0	2	4	1	1	0	0	1
ENSG00000234513	2	2	1	1	1	5	2	4
ENSG00000234515	8	2	17	6	32	26	9	6
ENSG00000234518	537	121	384	195	606	305	587	121
ENSG00000234519	0	0	0	0	0	0	0	0
ENSG00000234520	0	0	0	0	0	0	0	0
ENSG00000234521	0	4	35	12	10	2	0	3
ENSG00000234522	0	0	2	0	0	0	0	0
ENSG00000234523	12	9	1	1	7	31	1	5
ENSG00000234524	0	0	0	0	0	0	0	0
ENSG00000234527	1	0	0	0	0	3	0	0
ENSG00000234529	0	0	0	0	0	0	0	0
ENSG00000234534	0	1	5	1	13	10	3	0
ENSG00000234535	2	0	4	0	2	0	1	1
ENSG00000234537	0	1	6	11	11	0	0	2
ENSG00000234538	0	0	0	0	0	0	0	0
ENSG00000234540	2	0	0	0	1	0	0	0
ENSG00000234541	0	0	0	0	0	0	0	0
ENSG00000234542	0	0	0	0	0	0	0	0
ENSG00000234544	0	0	0	0	0	0	0	0
ENSG00000234545	871	960	957	758	1082	965	837	956
ENSG00000234546	58	312	175	54	112	65	36	148
ENSG00000234548	0	0	0	0	0	0	0	0
ENSG00000234551	0	2	0	0	1	1	1	0
ENSG00000234553	1	1	5	1	2	3	2	2
ENSG00000234556	0	0	0	1	0	0	0	0
ENSG00000234557	26	37	33	39	31	51	23	28
ENSG00000234558	9	11	7	19	16	5	3	6
ENSG00000234559	0	0	0	0	0	0	0	0
ENSG00000234560	0	0	0	0	0	0	0	0
ENSG00000234562	1	0	2	0	1	1	0	0
ENSG00000234564	0	0	0	0	0	0	0	0
ENSG00000234565	0	0	0	0	0	0	0	1
ENSG00000234566	0	0	0	0	0	0	0	0
ENSG00000234567	7	0	38	0	30	28	39	6
ENSG00000234568	3	0	6	3	5	1	5	3
ENSG00000234569	2	1	2	4	1	0	5	1
ENSG00000234570	0	0	0	0	0	0	0	0
ENSG00000234571	21	54	34	36	37	10	15	12
ENSG00000234572	5	6	4	6	3	6	3	7
ENSG00000234573	0	0	0	0	0	0	0	0
ENSG00000234575	80	5	80	2	48	29	25	2
ENSG00000234576	0	0	0	0	0	0	0	0
ENSG00000234577	17	12	12	24	13	18	10	3
ENSG00000234578	3	2	5	18	9	4	0	5
ENSG00000234579	0	0	0	0	0	0	0	1
ENSG00000234580	0	0	0	0	0	0	0	0
ENSG00000234583	0	0	0	0	0	0	0	0
ENSG00000234584	5	7	12	33	9	7	1	29
ENSG00000234585	403	759	587	1080	721	734	280	863
ENSG00000234586	0	0	0	0	0	2	0	0
ENSG00000234587	0	0	0	0	0	0	0	0
ENSG00000234588	0	0	4	0	3	2	0	2
ENSG00000234589	23	42	15	13	14	16	19	20
ENSG00000234590	0	0	0	0	0	0	0	0
ENSG00000234592	2	6	1	0	2	1	1	6
ENSG00000234593	4	31	8	0	0	0	0	6
ENSG00000234594	0	0	0	1	0	0	0	0
ENSG00000234595	0	0	0	0	0	0	0	0
ENSG00000234597	0	0	0	0	0	0	0	1
ENSG00000234601	2	0	0	0	0	0	0	0
ENSG00000234602	6	10	101	89	57	10	0	138
ENSG00000234604	5	8	1	0	3	4	4	2
ENSG00000234607	7	1	2	1	1	3	0	0
ENSG00000234608	1049	2614	1795	1395	1569	1128	910	1297
ENSG00000234611	0	0	0	0	0	0	0	0
ENSG00000234612	0	0	0	0	0	0	0	0
ENSG00000234613	3	1	0	0	0	0	0	0
ENSG00000234614	112	1290	125	378	282	282	47	73
ENSG00000234616	1214	3281	3075	1971	2755	2362	653	2112
ENSG00000234617	841	377	1098	347	1324	1015	431	509
ENSG00000234618	50	120	49	25	61	45	20	12
ENSG00000234619	0	3	1	0	3	0	1	2
ENSG00000234620	0	0	0	0	0	0	0	1
ENSG00000234622	0	0	0	0	0	0	0	0
ENSG00000234622	0	0	0	0	0	0	0	0
ENSG00000234624	4	6	3	0	1	3	4	1
ENSG00000234625	0	0	0	0	0	0	0	0
ENSG00000234626	1	0	3	0	9	3	0	1
ENSG00000234627	0	0	1	0	0	0	0	1
ENSG00000234629	6	1	2	5	2	1	2	0
ENSG00000234630	11	55	67	99	123	77	8	107
ENSG00000234632	1	0	1	0	1	1	1	0
ENSG00000234634	0	0	0	0	0	0	0	0
ENSG00000234636	74	34	55	259	62	55	56	37
ENSG00000234637	0	0	0	0	0	0	0	0
ENSG00000234638	8	0	25	0	12	44	15	4
ENSG00000234639	1	0	4	0	0	1	0	1
ENSG00000234640	0	2	0	0	0	0	0	0
ENSG00000234644	0	17	0	0	0	0	0	0
ENSG00000234645	10	7	10	3	4	9	6	5
ENSG00000234646	0	0	0	0	0	1	0	0
ENSG00000234647	2	0	9	0	1	0	0	10
ENSG00000234648	38	56	58	58	45	29	28	56
ENSG00000234650	1	5	5	5	6	3	0	2
ENSG00000234652	0	0	0	0	0	0	0	0
ENSG00000234653	0	0	0	0	0	0	0	0
ENSG00000234655	2	0	6	1	0	1	0	1
ENSG00000234658	0	0	0	0	0	0	0	0
ENSG00000234660	0	0	0	19	0	0	0	0
ENSG00000234661	2	5	1	0	0	1	0	1
ENSG00000234663	41	12	82	90	300	58	46	37
ENSG00000234664	255	313	330	258	267	223	215	212
ENSG00000234665	14	25	52	15	327	194	117	307
